cur_date,sens_pix,spec_pix,ud_pix,sens_sph,spec_sph,ud_sph
20100807,0.583222887840393,0.998089935886995,0.416781488990355,0.471450078031314,0.998425373548872,0.528552267483136
20100727,0.736559633027523,0.995769944341373,0.263474325734916,0.628392462124571,0.997333811868871,0.371617102358044
20100730,0.756577017114914,0.996010077874485,0.24345567989932,0.60829430050102,0.996892736765775,0.391718023717051
20100731,0.689175155224606,0.9983173088159,0.310829399477058,0.512611257885782,0.9993268231596,0.487389207006821
20100719,0.454389952433395,0.997159655094378,0.545617440671407,0.411979411845655,0.998387625531052,0.588022798745771
20100715,0.457420345655513,0.999131328972761,0.542580349716,0.350555562194869,0.999461598287058,0.64944466097769
20100721,0.568935701933658,0.993141326673724,0.431118858862871,0.490665227741792,0.995899351299986,0.50935127912972
20110123,0.726561395239218,0.997903403134668,0.273446642495276,0.649392552736857,0.998387818656859,0.350611153851472
20110211,0.767709733154156,0.994673109801761,0.232351337053389,0.697901184663897,0.996885537848641,0.302114869051441
20110120,0.471097940053794,0.998462795074856,0.528904293813467,0.443925170432282,0.998928036740539,0.556075862795713
20110209,0.60554995345951,0.989577714417816,0.39458771300251,0.707895010129663,0.989879592135703,0.292280255512564
20110210,0.707013363721123,0.99066537084884,0.293135300397957,0.692455601061103,0.991056384908122,0.307674414876504
20110122,0.677583583661686,0.992194638683428,0.322510882281084,0.685247278622823,0.994723408344395,0.314796947307052
20110129,0.627927125105203,0.995283406915842,0.372102768711549,0.559640808928764,0.997175260001312,0.440368250804907
20110207,0.60358390791711,0.996752283854281,0.396429395633615,0.585958410449159,0.997989879057095,0.414046468966942
